IDucznia;Ocena;Data;IDprzedmiotu
167;4;2008-12-02;10
175;5;2008-12-02;6
179;2;2008-12-02;6
189;3;2008-12-02;9
191;2;2008-12-02;3
201;4;2008-12-02;3
213;3;2008-12-02;2
215;2;2008-12-02;6
232;1;2008-12-02;4
244;5;2008-12-02;7
246;5;2008-12-02;6
247;4;2008-12-02;3
260;2;2008-12-02;7
261;4;2008-12-02;7
267;4;2008-12-02;7
272;1;2008-12-02;6
292;4;2008-12-02;4
293;4;2008-12-02;4
296;1;2008-12-02;10
298;1;2008-12-02;6
309;3;2008-12-02;9
312;5;2008-12-02;10
313;4;2008-12-02;4
314;2;2008-12-02;8
316;4;2008-12-02;7
318;3;2008-12-02;9
318;3;2008-12-02;2
319;2;2008-12-02;4
325;4;2008-12-02;8
330;2;2008-12-02;9
343;4;2008-12-02;7
352;2;2008-12-02;4
359;3;2008-12-02;2
359;3;2008-12-02;10
361;4;2008-12-02;10
365;5;2008-12-02;6
367;2;2008-12-02;6
371;3;2008-12-02;9
372;2;2008-12-02;3
376;4;2008-12-02;3
381;3;2008-12-02;2
382;2;2008-12-02;6
389;1;2008-12-02;4
395;5;2008-12-02;7
396;5;2008-12-02;6
396;4;2008-12-02;3
401;2;2008-12-02;7
402;4;2008-12-02;7
405;4;2008-12-02;7
406;1;2008-12-02;6
14;4;2008-12-03;10
22;3;2008-12-03;5
28;2;2008-12-03;3
37;5;2008-12-03;10
48;3;2008-12-03;8
49;4;2008-12-03;2
53;4;2008-12-03;4
69;3;2008-12-03;9
75;2;2008-12-03;7
83;2;2008-12-03;3
84;5;2008-12-03;2
89;4;2008-12-03;3
96;4;2008-12-03;4
106;2;2008-12-03;2
115;3;2008-12-03;4
125;2;2008-12-03;3
131;3;2008-12-03;8
151;4;2008-12-03;9
156;5;2008-12-03;6
163;3;2008-12-03;8
170;3;2008-12-03;1
182;4;2008-12-03;9
201;2;2008-12-03;10
211;3;2008-12-03;8
214;4;2008-12-03;9
215;1;2008-12-03;6
216;4;2008-12-03;1
236;2;2008-12-03;1
250;4;2008-12-03;2
261;2;2008-12-03;10
278;2;2008-12-03;3
284;3;2008-12-03;4
296;4;2008-12-03;10
299;3;2008-12-03;5
302;2;2008-12-03;3
306;5;2008-12-03;10
312;3;2008-12-03;8
312;4;2008-12-03;2
314;4;2008-12-03;4
321;3;2008-12-03;9
323;2;2008-12-03;7
326;2;2008-12-03;3
326;5;2008-12-03;2
329;4;2008-12-03;3
332;4;2008-12-03;4
336;2;2008-12-03;2
340;3;2008-12-03;4
344;2;2008-12-03;3
346;3;2008-12-03;8
354;4;2008-12-03;9
356;5;2008-12-03;6
360;3;2008-12-03;8
363;3;2008-12-03;1
368;4;2008-12-03;9
376;2;2008-12-03;10
380;3;2008-12-03;8
382;4;2008-12-03;9
382;1;2008-12-03;6
383;4;2008-12-03;1
391;2;2008-12-03;1
397;4;2008-12-03;2
402;2;2008-12-03;10
409;2;2008-12-03;3
411;3;2008-12-03;4
14;1;2008-12-04;3
30;1;2008-12-04;6
43;2;2008-12-04;5
50;4;2008-12-04;9
56;4;2008-12-04;4
57;4;2008-12-04;2
58;3;2008-12-04;2
94;5;2008-12-04;6
102;3;2008-12-04;10
130;3;2008-12-04;6
147;5;2008-12-04;10
147;3;2008-12-04;5
159;3;2008-12-04;7
166;2;2008-12-04;4
178;2;2008-12-04;3
191;2;2008-12-04;1
206;5;2008-12-04;1
208;2;2008-12-04;3
211;2;2008-12-04;5
220;4;2008-12-04;9
224;4;2008-12-04;9
228;3;2008-12-04;10
231;2;2008-12-04;6
256;4;2008-12-04;3
265;2;2008-12-04;7
270;3;2008-12-04;7
271;3;2008-12-04;7
274;4;2008-12-04;9
282;3;2008-12-04;8
290;2;2008-12-04;1
296;1;2008-12-04;3
303;1;2008-12-04;6
309;2;2008-12-04;5
313;4;2008-12-04;9
315;4;2008-12-04;4
316;4;2008-12-04;2
316;3;2008-12-04;2
331;5;2008-12-04;6
335;3;2008-12-04;10
345;3;2008-12-04;6
353;5;2008-12-04;10
353;3;2008-12-04;5
358;3;2008-12-04;7
361;2;2008-12-04;4
366;2;2008-12-04;3
372;2;2008-12-04;1
378;5;2008-12-04;1
379;2;2008-12-04;3
380;2;2008-12-04;5
385;4;2008-12-04;9
386;4;2008-12-04;9
388;3;2008-12-04;10
389;2;2008-12-04;6
400;4;2008-12-04;3
404;2;2008-12-04;7
406;3;2008-12-04;7
406;3;2008-12-04;7
407;4;2008-12-04;9
410;3;2008-12-04;8
414;2;2008-12-04;1
8;3;2008-12-05;10
14;2;2008-12-05;2
23;2;2008-12-05;1
33;4;2008-12-05;2
37;4;2008-12-05;10
42;2;2008-12-05;3
47;5;2008-12-05;6
52;1;2008-12-05;7
56;5;2008-12-05;5
60;4;2008-12-05;3
79;2;2008-12-05;9
112;4;2008-12-05;9
115;1;2008-12-05;10
117;4;2008-12-05;3
139;1;2008-12-05;8
140;2;2008-12-05;1
146;3;2008-12-05;6
148;4;2008-12-05;2
165;2;2008-12-05;1
188;3;2008-12-05;2
190;2;2008-12-05;2
192;4;2008-12-05;4
213;1;2008-12-05;9
225;4;2008-12-05;3
226;4;2008-12-05;4
228;4;2008-12-05;4
233;2;2008-12-05;3
242;5;2008-12-05;1
246;2;2008-12-05;2
250;3;2008-12-05;7
256;1;2008-12-05;9
257;3;2008-12-05;5
262;4;2008-12-05;5
273;4;2008-12-05;4
289;2;2008-12-05;10
289;5;2008-12-05;3
293;3;2008-12-05;10
296;2;2008-12-05;2
300;2;2008-12-05;1
304;4;2008-12-05;2
306;4;2008-12-05;10
309;2;2008-12-05;3
311;5;2008-12-05;6
314;1;2008-12-05;7
315;5;2008-12-05;5
317;4;2008-12-05;3
325;2;2008-12-05;9
338;4;2008-12-05;9
340;1;2008-12-05;10
341;4;2008-12-05;3
349;1;2008-12-05;8
350;2;2008-12-05;1
352;3;2008-12-05;6
353;4;2008-12-05;2
360;2;2008-12-05;1
370;3;2008-12-05;2
371;2;2008-12-05;2
372;4;2008-12-05;4
381;1;2008-12-05;9
387;4;2008-12-05;3
387;4;2008-12-05;4
388;4;2008-12-05;4
390;2;2008-12-05;3
394;5;2008-12-05;1
396;2;2008-12-05;2
397;3;2008-12-05;7
400;1;2008-12-05;9
400;3;2008-12-05;5
403;4;2008-12-05;5
407;4;2008-12-05;4
413;2;2008-12-05;10
413;5;2008-12-05;3
23;3;2008-12-06;2
25;3;2008-12-06;7
26;3;2008-12-06;2
27;4;2008-12-06;5
33;5;2008-12-06;9
49;4;2008-12-06;6
50;2;2008-12-06;3
53;2;2008-12-06;6
53;3;2008-12-06;6
73;2;2008-12-06;9
78;5;2008-12-06;3
94;5;2008-12-06;9
125;4;2008-12-06;2
137;1;2008-12-06;2
144;1;2008-12-06;3
144;1;2008-12-06;5
157;4;2008-12-06;4
163;3;2008-12-06;5
168;4;2008-12-06;4
184;3;2008-12-06;3
195;2;2008-12-06;7
196;1;2008-12-06;1
198;4;2008-12-06;2
198;4;2008-12-06;8
205;3;2008-12-06;6
212;3;2008-12-06;1
221;4;2008-12-06;5
233;2;2008-12-06;1
236;3;2008-12-06;9
246;5;2008-12-06;8
274;1;2008-12-06;5
282;4;2008-12-06;1
289;4;2008-12-06;1
290;2;2008-12-06;8
300;3;2008-12-06;2
301;3;2008-12-06;7
301;3;2008-12-06;2
302;4;2008-12-06;5
304;5;2008-12-06;9
312;4;2008-12-06;6
313;2;2008-12-06;3
314;2;2008-12-06;6
314;3;2008-12-06;6
322;2;2008-12-06;9
324;5;2008-12-06;3
331;5;2008-12-06;9
344;4;2008-12-06;2
348;1;2008-12-06;2
351;1;2008-12-06;3
351;1;2008-12-06;5
357;4;2008-12-06;4
360;3;2008-12-06;5
362;4;2008-12-06;4
369;3;2008-12-06;3
373;2;2008-12-06;7
374;1;2008-12-06;1
375;4;2008-12-06;2
375;4;2008-12-06;8
378;3;2008-12-06;6
381;3;2008-12-06;1
385;4;2008-12-06;5
390;2;2008-12-06;1
391;3;2008-12-06;9
396;5;2008-12-06;8
407;1;2008-12-06;5
410;4;2008-12-06;1
413;4;2008-12-06;1
414;2;2008-12-06;8
1;2;2008-12-07;9
14;2;2008-12-07;5
44;1;2008-12-07;10
46;2;2008-12-07;10
49;2;2008-12-07;6
59;2;2008-12-07;9
59;3;2008-12-07;2
81;5;2008-12-07;10
91;2;2008-12-07;3
93;1;2008-12-07;7
138;2;2008-12-07;4
150;4;2008-12-07;9
153;5;2008-12-07;5
155;3;2008-12-07;1
169;3;2008-12-07;5
186;4;2008-12-07;6
187;4;2008-12-07;2
190;4;2008-12-07;9
210;2;2008-12-07;9
228;5;2008-12-07;7
228;1;2008-12-07;2
229;3;2008-12-07;5
235;4;2008-12-07;5
238;4;2008-12-07;1
251;2;2008-12-07;4
253;3;2008-12-07;6
271;4;2008-12-07;8
274;4;2008-12-07;3
274;5;2008-12-07;3
281;2;2008-12-07;5
290;2;2008-12-07;9
296;2;2008-12-07;5
310;1;2008-12-07;10
311;2;2008-12-07;10
312;2;2008-12-07;6
317;2;2008-12-07;9
317;3;2008-12-07;2
325;5;2008-12-07;10
330;2;2008-12-07;3
331;1;2008-12-07;7
349;2;2008-12-07;4
354;4;2008-12-07;9
355;5;2008-12-07;5
356;3;2008-12-07;1
362;3;2008-12-07;5
370;4;2008-12-07;6
370;4;2008-12-07;2
371;4;2008-12-07;9
380;2;2008-12-07;9
388;5;2008-12-07;7
388;1;2008-12-07;2
388;3;2008-12-07;5
391;4;2008-12-07;5
392;4;2008-12-07;1
398;2;2008-12-07;4
399;3;2008-12-07;6
406;4;2008-12-07;8
407;4;2008-12-07;3
407;5;2008-12-07;3
410;2;2008-12-07;5
2;2;2008-12-08;2
11;3;2008-12-08;7
14;4;2008-12-08;7
15;5;2008-12-08;9
17;2;2008-12-08;9
20;3;2008-12-08;8
46;5;2008-12-08;8
58;2;2008-12-08;4
69;5;2008-12-08;4
69;1;2008-12-08;9
70;5;2008-12-08;5
73;2;2008-12-08;3
76;2;2008-12-08;8
79;4;2008-12-08;7
80;2;2008-12-08;8
81;1;2008-12-08;5
84;5;2008-12-08;2
144;2;2008-12-08;8
157;3;2008-12-08;8
163;1;2008-12-08;4
164;2;2008-12-08;3
172;3;2008-12-08;1
179;2;2008-12-08;9
193;2;2008-12-08;3
213;3;2008-12-08;10
249;1;2008-12-08;6
256;4;2008-12-08;3
260;2;2008-12-08;10
265;4;2008-12-08;7
266;3;2008-12-08;8
270;4;2008-12-08;6
272;2;2008-12-08;7
283;2;2008-12-08;9
286;4;2008-12-08;1
291;2;2008-12-08;2
294;3;2008-12-08;7
296;4;2008-12-08;7
296;5;2008-12-08;9
297;2;2008-12-08;9
299;3;2008-12-08;8
311;5;2008-12-08;8
316;2;2008-12-08;4
321;5;2008-12-08;4
321;1;2008-12-08;9
321;5;2008-12-08;5
322;2;2008-12-08;3
323;2;2008-12-08;8
325;4;2008-12-08;7
325;2;2008-12-08;8
325;1;2008-12-08;5
326;5;2008-12-08;2
351;2;2008-12-08;8
357;3;2008-12-08;8
360;1;2008-12-08;4
360;2;2008-12-08;3
363;3;2008-12-08;1
367;2;2008-12-08;9
373;2;2008-12-08;3
381;3;2008-12-08;10
397;1;2008-12-08;6
400;4;2008-12-08;3
401;2;2008-12-08;10
404;4;2008-12-08;7
404;3;2008-12-08;8
406;4;2008-12-08;6
406;2;2008-12-08;7
411;2;2008-12-08;9
412;4;2008-12-08;1
1;1;2008-12-09;1
2;2;2008-12-09;7
4;1;2008-12-09;2
5;3;2008-12-09;9
16;5;2008-12-09;7
16;1;2008-12-09;9
19;3;2008-12-09;4
21;2;2008-12-09;4
24;2;2008-12-09;1
31;3;2008-12-09;2
39;4;2008-12-09;8
51;5;2008-12-09;3
87;3;2008-12-09;10
92;5;2008-12-09;10
112;5;2008-12-09;3
125;2;2008-12-09;7
125;1;2008-12-09;9
137;4;2008-12-09;10
144;2;2008-12-09;2
145;4;2008-12-09;9
164;4;2008-12-09;1
176;2;2008-12-09;5
185;4;2008-12-09;2
191;4;2008-12-09;2
201;3;2008-12-09;5
222;2;2008-12-09;2
225;3;2008-12-09;8
240;2;2008-12-09;7
240;2;2008-12-09;4
249;5;2008-12-09;1
257;2;2008-12-09;8
275;1;2008-12-09;7
277;1;2008-12-09;7
290;1;2008-12-09;1
291;2;2008-12-09;7
291;1;2008-12-09;2
292;3;2008-12-09;9
297;5;2008-12-09;7
297;1;2008-12-09;9
298;3;2008-12-09;4
299;2;2008-12-09;4
300;2;2008-12-09;1
303;3;2008-12-09;2
307;4;2008-12-09;8
313;5;2008-12-09;3
328;3;2008-12-09;10
330;5;2008-12-09;10
338;5;2008-12-09;3
344;2;2008-12-09;7
344;1;2008-12-09;9
348;4;2008-12-09;10
351;2;2008-12-09;2
352;4;2008-12-09;9
360;4;2008-12-09;1
365;2;2008-12-09;5
369;4;2008-12-09;2
372;4;2008-12-09;2
376;3;2008-12-09;5
385;2;2008-12-09;2
387;3;2008-12-09;8
393;2;2008-12-09;7
393;2;2008-12-09;4
397;5;2008-12-09;1
400;2;2008-12-09;8
408;1;2008-12-09;7
408;1;2008-12-09;7
9;5;2008-12-10;10
11;4;2008-12-10;6
11;4;2008-12-10;8
26;3;2008-12-10;7
33;4;2008-12-10;5
40;2;2008-12-10;3
40;3;2008-12-10;7
43;5;2008-12-10;6
48;4;2008-12-10;7
52;1;2008-12-10;3
64;5;2008-12-10;4
64;3;2008-12-10;7
70;4;2008-12-10;6
88;4;2008-12-10;7
88;4;2008-12-10;3
89;4;2008-12-10;3
100;3;2008-12-10;2
103;4;2008-12-10;8
121;1;2008-12-10;1
128;3;2008-12-10;2
131;4;2008-12-10;7
132;1;2008-12-10;6
133;3;2008-12-10;6
135;2;2008-12-10;4
142;5;2008-12-10;9
147;4;2008-12-10;4
150;4;2008-12-10;7
151;2;2008-12-10;6
160;4;2008-12-10;1
172;2;2008-12-10;6
174;1;2008-12-10;7
179;2;2008-12-10;9
180;3;2008-12-10;6
183;5;2008-12-10;9
207;1;2008-12-10;1
224;4;2008-12-10;4
240;5;2008-12-10;2
247;3;2008-12-10;6
253;4;2008-12-10;1
270;2;2008-12-10;8
271;3;2008-12-10;3
287;4;2008-12-10;3
288;5;2008-12-10;9
293;5;2008-12-10;10
294;4;2008-12-10;6
294;4;2008-12-10;8
301;3;2008-12-10;7
304;4;2008-12-10;5
307;2;2008-12-10;3
307;3;2008-12-10;7
309;5;2008-12-10;6
312;4;2008-12-10;7
314;1;2008-12-10;3
318;5;2008-12-10;4
318;3;2008-12-10;7
321;4;2008-12-10;6
328;4;2008-12-10;7
328;4;2008-12-10;3
329;4;2008-12-10;3
334;3;2008-12-10;2
335;4;2008-12-10;8
342;1;2008-12-10;1
345;3;2008-12-10;2
346;4;2008-12-10;7
347;1;2008-12-10;6
347;3;2008-12-10;6
348;2;2008-12-10;4
350;5;2008-12-10;9
353;4;2008-12-10;4
354;4;2008-12-10;7
354;2;2008-12-10;6
358;4;2008-12-10;1
363;2;2008-12-10;6
364;1;2008-12-10;7
367;2;2008-12-10;9
367;3;2008-12-10;6
368;5;2008-12-10;9
379;1;2008-12-10;1
386;4;2008-12-10;4
393;5;2008-12-10;2
396;3;2008-12-10;6
399;4;2008-12-10;1
406;2;2008-12-10;8
406;3;2008-12-10;3
413;4;2008-12-10;3
413;5;2008-12-10;9
36;2;2008-12-11;9
39;4;2008-12-11;9
42;4;2008-12-11;9
68;4;2008-12-11;5
78;5;2008-12-11;5
85;1;2008-12-11;10
98;3;2008-12-11;4
104;3;2008-12-11;4
110;4;2008-12-11;3
114;3;2008-12-11;9
117;2;2008-12-11;2
136;3;2008-12-11;3
145;4;2008-12-11;6
148;2;2008-12-11;5
154;3;2008-12-11;4
156;3;2008-12-11;5
164;2;2008-12-11;8
164;2;2008-12-11;7
186;3;2008-12-11;6
190;3;2008-12-11;4
193;4;2008-12-11;3
196;3;2008-12-11;5
209;3;2008-12-11;3
237;2;2008-12-11;2
248;4;2008-12-11;8
256;2;2008-12-11;3
272;4;2008-12-11;6
272;3;2008-12-11;4
289;4;2008-12-11;10
305;2;2008-12-11;9
307;4;2008-12-11;9
309;4;2008-12-11;9
320;4;2008-12-11;5
324;5;2008-12-11;5
327;1;2008-12-11;10
333;3;2008-12-11;4
336;3;2008-12-11;4
338;4;2008-12-11;3
339;3;2008-12-11;9
341;2;2008-12-11;2
348;3;2008-12-11;3
352;4;2008-12-11;6
353;2;2008-12-11;5
355;3;2008-12-11;4
356;3;2008-12-11;5
360;2;2008-12-11;8
360;2;2008-12-11;7
370;3;2008-12-11;6
371;3;2008-12-11;4
373;4;2008-12-11;3
374;3;2008-12-11;5
379;3;2008-12-11;3
392;2;2008-12-11;2
396;4;2008-12-11;8
400;2;2008-12-11;3
406;4;2008-12-11;6
406;3;2008-12-11;4
413;4;2008-12-11;10
13;4;2008-12-12;4
18;3;2008-12-12;5
19;1;2008-12-12;4
22;3;2008-12-12;1
24;5;2008-12-12;8
31;4;2008-12-12;4
63;2;2008-12-12;9
95;2;2008-12-12;5
97;1;2008-12-12;9
98;2;2008-12-12;9
112;2;2008-12-12;8
120;4;2008-12-12;8
126;1;2008-12-12;2
130;2;2008-12-12;3
140;1;2008-12-12;4
143;2;2008-12-12;1
145;1;2008-12-12;3
150;2;2008-12-12;8
155;4;2008-12-12;7
158;4;2008-12-12;2
161;4;2008-12-12;5
209;2;2008-12-12;2
211;4;2008-12-12;2
212;5;2008-12-12;6
225;3;2008-12-12;2
261;2;2008-12-12;2
264;4;2008-12-12;2
268;2;2008-12-12;9
285;2;2008-12-12;7
285;4;2008-12-12;4
295;4;2008-12-12;4
297;3;2008-12-12;5
298;1;2008-12-12;4
299;3;2008-12-12;1
300;5;2008-12-12;8
303;4;2008-12-12;4
318;2;2008-12-12;9
332;2;2008-12-12;5
332;1;2008-12-12;9
333;2;2008-12-12;9
338;2;2008-12-12;8
342;4;2008-12-12;8
344;1;2008-12-12;2
345;2;2008-12-12;3
350;1;2008-12-12;4
351;2;2008-12-12;1
352;1;2008-12-12;3
354;2;2008-12-12;8
356;4;2008-12-12;7
357;4;2008-12-12;2
359;4;2008-12-12;5
379;2;2008-12-12;2
380;4;2008-12-12;2
381;5;2008-12-12;6
387;3;2008-12-12;2
402;2;2008-12-12;2
403;4;2008-12-12;2
405;2;2008-12-12;9
412;2;2008-12-12;7
412;4;2008-12-12;4
7;3;2008-12-13;1
35;2;2008-12-13;4
36;1;2008-12-13;9
38;2;2008-12-13;8
53;3;2008-12-13;8
66;5;2008-12-13;10
70;5;2008-12-13;7
89;1;2008-12-13;1
90;3;2008-12-13;4
90;2;2008-12-13;5
91;3;2008-12-13;9
103;2;2008-12-13;2
114;4;2008-12-13;3
128;3;2008-12-13;6
132;3;2008-12-13;6
147;3;2008-12-13;4
154;2;2008-12-13;7
166;4;2008-12-13;8
171;1;2008-12-13;10
183;1;2008-12-13;10
186;2;2008-12-13;6
197;3;2008-12-13;3
210;2;2008-12-13;3
230;3;2008-12-13;3
230;4;2008-12-13;6
235;2;2008-12-13;9
276;2;2008-12-13;4
287;3;2008-12-13;2
293;3;2008-12-13;1
305;2;2008-12-13;4
305;1;2008-12-13;9
306;2;2008-12-13;8
314;3;2008-12-13;8
319;5;2008-12-13;10
321;5;2008-12-13;7
329;1;2008-12-13;1
329;3;2008-12-13;4
329;2;2008-12-13;5
330;3;2008-12-13;9
335;2;2008-12-13;2
339;4;2008-12-13;3
345;3;2008-12-13;6
347;3;2008-12-13;6
353;3;2008-12-13;4
356;2;2008-12-13;7
361;4;2008-12-13;8
363;1;2008-12-13;10
368;1;2008-12-13;10
370;2;2008-12-13;6
374;3;2008-12-13;3
380;2;2008-12-13;3
389;3;2008-12-13;3
389;4;2008-12-13;6
391;2;2008-12-13;9
408;2;2008-12-13;4
413;3;2008-12-13;2
2;1;2008-12-14;2
14;5;2008-12-14;9
15;3;2008-12-14;8
24;3;2008-12-14;2
33;3;2008-12-14;10
56;2;2008-12-14;7
57;5;2008-12-14;5
96;4;2008-12-14;5
98;4;2008-12-14;9
107;3;2008-12-14;8
119;3;2008-12-14;2
125;4;2008-12-14;7
131;1;2008-12-14;8
133;4;2008-12-14;3
162;4;2008-12-14;8
164;5;2008-12-14;3
166;3;2008-12-14;10
191;4;2008-12-14;2
201;3;2008-12-14;1
221;4;2008-12-14;10
243;2;2008-12-14;2
257;1;2008-12-14;6
257;4;2008-12-14;9
262;4;2008-12-14;6
263;2;2008-12-14;7
264;2;2008-12-14;5
265;4;2008-12-14;6
268;3;2008-12-14;2
269;3;2008-12-14;6
278;4;2008-12-14;1
291;1;2008-12-14;2
296;5;2008-12-14;9
296;3;2008-12-14;8
300;3;2008-12-14;2
304;3;2008-12-14;10
315;2;2008-12-14;7
316;5;2008-12-14;5
332;4;2008-12-14;5
333;4;2008-12-14;9
337;3;2008-12-14;8
342;3;2008-12-14;2
344;4;2008-12-14;7
346;1;2008-12-14;8
347;4;2008-12-14;3
359;4;2008-12-14;8
360;5;2008-12-14;3
361;3;2008-12-14;10
372;4;2008-12-14;2
376;3;2008-12-14;1
385;4;2008-12-14;10
394;2;2008-12-14;2
400;1;2008-12-14;6
400;4;2008-12-14;9
403;4;2008-12-14;6
403;2;2008-12-14;7
403;2;2008-12-14;5
404;4;2008-12-14;6
405;3;2008-12-14;2
405;3;2008-12-14;6
409;4;2008-12-14;1
8;4;2008-12-15;9
20;3;2008-12-15;7
29;3;2008-12-15;4
29;2;2008-12-15;4
35;3;2008-12-15;8
46;2;2008-12-15;2
46;5;2008-12-15;6
55;5;2008-12-15;4
58;2;2008-12-15;6
96;4;2008-12-15;4
101;2;2008-12-15;3
126;5;2008-12-15;8
130;3;2008-12-15;10
147;3;2008-12-15;6
148;5;2008-12-15;1
160;1;2008-12-15;3
187;5;2008-12-15;10
219;2;2008-12-15;8
235;5;2008-12-15;7
248;3;2008-12-15;4
260;3;2008-12-15;3
267;4;2008-12-15;1
270;4;2008-12-15;9
271;5;2008-12-15;3
293;4;2008-12-15;9
299;3;2008-12-15;7
302;3;2008-12-15;4
302;2;2008-12-15;4
305;3;2008-12-15;8
311;2;2008-12-15;2
311;5;2008-12-15;6
315;5;2008-12-15;4
316;2;2008-12-15;6
332;4;2008-12-15;4
334;2;2008-12-15;3
344;5;2008-12-15;8
345;3;2008-12-15;10
353;3;2008-12-15;6
353;5;2008-12-15;1
358;1;2008-12-15;3
370;5;2008-12-15;10
384;2;2008-12-15;8
391;5;2008-12-15;7
396;3;2008-12-15;4
402;3;2008-12-15;3
405;4;2008-12-15;1
406;4;2008-12-15;9
406;5;2008-12-15;3
5;1;2008-12-16;2
19;2;2008-12-16;8
28;5;2008-12-16;1
32;2;2008-12-16;3
33;4;2008-12-16;4
34;2;2008-12-16;7
38;1;2008-12-16;4
47;5;2008-12-16;7
60;4;2008-12-16;8
61;4;2008-12-16;2
95;1;2008-12-16;6
110;4;2008-12-16;2
111;3;2008-12-16;8
122;4;2008-12-16;8
127;2;2008-12-16;1
127;3;2008-12-16;3
143;4;2008-12-16;2
145;2;2008-12-16;3
148;4;2008-12-16;8
161;2;2008-12-16;3
199;3;2008-12-16;9
202;3;2008-12-16;9
215;5;2008-12-16;6
217;4;2008-12-16;4
219;3;2008-12-16;8
226;2;2008-12-16;3
236;2;2008-12-16;7
238;5;2008-12-16;7
241;5;2008-12-16;3
252;5;2008-12-16;6
292;1;2008-12-16;2
298;2;2008-12-16;8
302;5;2008-12-16;1
304;2;2008-12-16;3
304;4;2008-12-16;4
304;2;2008-12-16;7
306;1;2008-12-16;4
311;5;2008-12-16;7
317;4;2008-12-16;8
317;4;2008-12-16;2
332;1;2008-12-16;6
338;4;2008-12-16;2
338;3;2008-12-16;8
343;4;2008-12-16;8
344;2;2008-12-16;1
344;3;2008-12-16;3
351;4;2008-12-16;2
352;2;2008-12-16;3
353;4;2008-12-16;8
359;2;2008-12-16;3
375;3;2008-12-16;9
377;3;2008-12-16;9
382;5;2008-12-16;6
383;4;2008-12-16;4
384;3;2008-12-16;8
387;2;2008-12-16;3
391;2;2008-12-16;7
392;5;2008-12-16;7
394;5;2008-12-16;3
398;5;2008-12-16;6
15;2;2008-12-17;5
23;2;2008-12-17;9
42;4;2008-12-17;7
43;4;2008-12-17;5
51;3;2008-12-17;5
54;3;2008-12-17;4
55;4;2008-12-17;6
59;2;2008-12-17;3
65;4;2008-12-17;6
65;3;2008-12-17;9
69;2;2008-12-17;10
76;2;2008-12-17;4
84;5;2008-12-17;9
106;2;2008-12-17;2
115;2;2008-12-17;1
115;3;2008-12-17;1
119;4;2008-12-17;6
122;5;2008-12-17;2
127;4;2008-12-17;8
127;2;2008-12-17;8
148;2;2008-12-17;3
178;4;2008-12-17;8
180;4;2008-12-17;7
192;4;2008-12-17;4
206;1;2008-12-17;2
233;3;2008-12-17;5
235;4;2008-12-17;5
237;5;2008-12-17;7
261;3;2008-12-17;7
269;5;2008-12-17;5
296;2;2008-12-17;5
300;2;2008-12-17;9
309;4;2008-12-17;7
309;4;2008-12-17;5
313;3;2008-12-17;5
314;3;2008-12-17;4
315;4;2008-12-17;6
317;2;2008-12-17;3
319;4;2008-12-17;6
319;3;2008-12-17;9
321;2;2008-12-17;10
323;2;2008-12-17;4
326;5;2008-12-17;9
336;2;2008-12-17;2
340;2;2008-12-17;1
340;3;2008-12-17;1
342;4;2008-12-17;6
343;5;2008-12-17;2
344;4;2008-12-17;8
344;2;2008-12-17;8
353;2;2008-12-17;3
366;4;2008-12-17;8
367;4;2008-12-17;7
372;4;2008-12-17;4
378;1;2008-12-17;2
390;3;2008-12-17;5
391;4;2008-12-17;5
392;5;2008-12-17;7
402;3;2008-12-17;7
405;5;2008-12-17;5
3;5;2008-12-18;3
16;4;2008-12-18;7
17;4;2008-12-18;6
22;1;2008-12-18;5
22;2;2008-12-18;7
24;3;2008-12-18;2
26;5;2008-12-18;7
39;5;2008-12-18;7
41;5;2008-12-18;6
43;2;2008-12-18;8
55;4;2008-12-18;3
65;1;2008-12-18;2
78;1;2008-12-18;6
82;3;2008-12-18;5
82;2;2008-12-18;9
83;1;2008-12-18;8
93;4;2008-12-18;2
98;2;2008-12-18;8
100;4;2008-12-18;2
109;4;2008-12-18;7
115;3;2008-12-18;8
123;1;2008-12-18;6
129;3;2008-12-18;5
130;2;2008-12-18;3
142;2;2008-12-18;5
146;1;2008-12-18;6
176;2;2008-12-18;7
176;3;2008-12-18;1
184;4;2008-12-18;9
185;2;2008-12-18;5
190;1;2008-12-18;7
209;4;2008-12-18;7
214;4;2008-12-18;6
230;2;2008-12-18;9
240;5;2008-12-18;2
246;4;2008-12-18;4
254;5;2008-12-18;9
262;4;2008-12-18;3
265;3;2008-12-18;7
286;2;2008-12-18;6
291;5;2008-12-18;3
297;4;2008-12-18;7
297;4;2008-12-18;6
299;1;2008-12-18;5
299;2;2008-12-18;7
300;3;2008-12-18;2
301;5;2008-12-18;7
307;5;2008-12-18;7
308;5;2008-12-18;6
309;2;2008-12-18;8
315;4;2008-12-18;3
319;1;2008-12-18;2
324;1;2008-12-18;6
326;3;2008-12-18;5
326;2;2008-12-18;9
326;1;2008-12-18;8
331;4;2008-12-18;2
333;2;2008-12-18;8
334;4;2008-12-18;2
338;4;2008-12-18;7
340;3;2008-12-18;8
343;1;2008-12-18;6
345;3;2008-12-18;5
345;2;2008-12-18;3
350;2;2008-12-18;5
352;1;2008-12-18;6
365;2;2008-12-18;7
365;3;2008-12-18;1
369;4;2008-12-18;9
369;2;2008-12-18;5
371;1;2008-12-18;7
380;4;2008-12-18;7
382;4;2008-12-18;6
389;2;2008-12-18;9
393;5;2008-12-18;2
396;4;2008-12-18;4
399;5;2008-12-18;9
403;4;2008-12-18;3
404;3;2008-12-18;7
